"model","academic_year","region","campus","grade","persistence","persistence_type","persistence_type_display","grouped_by","grouped_by_display","level_1","level_2","level_3","level_4","level_5","level"
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","5",71.7948718,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,77.6894519576419,83.9615625,90.2336730423581,96.5057835847163,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","5",100,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,77.6894519576419,83.9615625,90.2336730423581,96.5057835847163,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","5",74.5901639,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,77.6894519576419,83.9615625,90.2336730423581,96.5057835847163,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","5",100,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,77.6894519576419,83.9615625,90.2336730423581,96.5057835847163,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","6",78.7878788,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","6",73.4375,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","6",85.9375,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","6",87.9032258,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","6",68.9320388,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","6",66.40625,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","6",67.3913043,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","6",93.3333333,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","6",66.9724771,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","6",69.9029126,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","6",73.8095238,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","6",84,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","6",81.4814815,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","6",73.2394366,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Lake Houston","6",90.6976744,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Spears","6",69.3430657,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Permian Basin","Travis","6",85.7142857,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Permian Basin","Yukon","6",84.7328244,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Alamo","6",87.704918,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Brownsville","6",87.1212121,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Donna","6",94.6153846,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Edinburg","6",89.2086331,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Elsa","6",87.394958,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Frontier","6",91.2698413,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Harlingen","6",79.2682927,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","La Joya","6",88.7323944,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Los Encinos","6",95.2380952,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","McAllen","6",83.8028169,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Mission","6",88.28125,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","North Mission","6",79.1666667,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Owassa","6",89.3617021,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Palmview","6",84.8484848,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Pharr","6",97.4358974,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Quest","6",81.8181818,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Rio Grande City","6",87.5862069,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Riverview","6",92.1875,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Robindale","6",85.1239669,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","San Benito","6",90.6976744,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","San Juan","6",86.6071429,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Sports Park","6",100,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Tres Lagos","6",90.9836066,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Weslaco","6",88.7096774,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Weslaco Pike","6",83.3333333,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Brackenridge","6",74.6575342,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Burke","6",83.4951456,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Carver","6",79.020979,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Converse","6",72.1649485,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Eastside","6",79.8387097,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Ewing Halsell","6",74.8091603,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Hidden Meadow","6",69.2307692,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Ingram Hills","6",75.6097561,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Judson","6",78.9473684,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Mays","6",85.15625,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Monterrey Park","6",79.8449612,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Najim","6",67.5925926,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Robinson","6",67.1875,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","South Flores","6",80.2919708,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Walzem","6",79.2592593,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","Bridge","6",54.6099291,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Southern Louisiana","UP","6",62.3931624,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Hope","6",63.5761589,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tampa","Victory","6",77.5510204,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Achieve","6",62.3655914,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Edgecliff","6",81.7460317,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Rise","6",73.3870968,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Tarrant County","Southeast","6",78.358209,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.2606487142601,84.0757575757576,88.890866437255,93.7059752987524,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","7",82.3529412,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","7",83.1168831,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","7",75.8928571,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","7",88.5496183,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","7",81.147541,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","7",77.0642202,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","7",74.21875,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","7",86.6141732,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","7",75,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","7",74.015748,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","7",78.8461538,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","7",83.4782609,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","7",77.3195876,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","7",74.1258741,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Lake Houston","7",91.8518519,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Spears","7",76.3779528,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Permian Basin","Travis","7",84.5360825,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Permian Basin","Yukon","7",93.0232558,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Alamo","7",91.5384615,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Brownsville","7",88.5496183,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Donna","7",90,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Edinburg","7",83.4532374,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Elsa","7",73.6842105,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Frontier","7",89.1472868,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Harlingen","7",72.3809524,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","La Joya","7",86.8131868,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Los Encinos","7",94.53125,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","McAllen","7",84.0909091,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Mission","7",87.394958,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","North Mission","7",80.6722689,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Owassa","7",91.6666667,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Palmview","7",86.1702128,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Pharr","7",90.5511811,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Quest","7",80.952381,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Rio Grande City","7",89,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Riverview","7",91.2,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Robindale","7",83.3333333,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","San Benito","7",87.6033058,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","San Juan","7",85.6,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Sports Park","7",95.8333333,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Toros","7",100,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Tres Lagos","7",85.106383,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Weslaco","7",89.4308943,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Rio Grande Valley","Weslaco Pike","7",90,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Brackenridge","7",77.4193548,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Burke","7",74.0458015,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","San Antonio","Carver","7",78.2258065,"FDOP","First Day of Persistience","academic_year | persistence_type | grade","Grade Level",0,79.4020241534903,83.7782089552239,88.1543937569574,92.530578558691,1
